Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image222,0,12.580841064453098,1124.57515426078,33.5346858381107,0.050961792123765,3.09752170433136,9.92560586121057,345.3266749895961,0.196342270379075,0.03855028713761,0.452122782731669,7.214315439034539,0.9251864373704888,7.458340731198329e-155
Image223,0,3.038330078125,262.574532426355,16.2041517033862,0.19663533688601104,5.86580143307821,36.0534129710145,339.57739557739603,0.4026209567248739,0.162103634794053,0.5441942210590329,7.29385749385749,0.9200009297248408,7.458340731198329e-155
Image224,0,3.96481323242187,208.414410299128,14.4365650450212,0.092950940218311,4.05153550079055,16.8856707677046,68.1656451359422,0.269032847760479,0.07237867317411299,0.5698940960962879,3.52098066949552,0.956689998913712,7.458340731198329e-155
Image225,0,4.9632568359375,259.854007679885,16.1199878312574,0.121535000742724,3.6487195452021,13.7252503806199,58.172651254304,0.31029805869113897,0.09628488522749,0.6019717772981801,3.11534677816035,0.9664299032786942,7.458340731198329e-155
Image226,1,0.603836059570313,58.1834862118437,7.62781005347168,0.003754315330207001,13.2762413768049,181.75916350987998,178.02884615384602,0.051078195579028,0.002608982063609,0.225565851119873,8.0625,0.868823552193162,7.458340731198329e-155
Image227,1,1.30174255371094,145.42521664916,12.0592378137742,0.00218341006806,10.1590205238131,107.760919758582,451.769744160178,0.038963915212763,0.001518186688707,0.232591540993022,11.0600667408231,0.8897691877966021,7.458340731198329e-155
Image228,1,5.01025390625,591.802848811127,24.3269983518544,0.0014260679857270005,5.39602350275859,30.4364697740272,206.898075552388,0.03147253994891,0.0009905207708360002,0.277379170975432,8.31931575196009,0.930910750176768,7.458340731198329e-155
Image229,1,0.803955078125,138.22388910301902,11.756865615589001,0.006350173856922,14.9606822180939,227.274571449549,106.00358422939101,0.066525846570862,0.00442568826197,0.2326107200916269,7.365591397849458,0.90645184047034,7.458340731198329e-155
Image230,1,5.62022399902344,628.896890555455,25.077816702325894,0.0016015738483130002,5.2252122633383,29.7133244443427,89.4723740133576,0.033342262654051005,0.001111706478892,0.332539973527645,5.58469945355191,0.968838257079294,7.458340731198329e-155
Image231,1,3.91351318359375,437.209828219751,20.909563080555998,0.0014070023692239998,6.083960311037692,39.5652395471723,95.13784355179709,0.031253907943679,0.000976806761752,0.27726730648513803,6.3107822410148,0.9664907931426642,7.458340731198329e-155
Image232,1,1.30877685546875,112.474770312915,10.605412312254302,0.0031996849053000003,9.25355182949286,96.3301328349865,129.986434108527,0.047163153192395,0.002224363019049,0.321743672905382,6.7015503875969005,0.9085905246305552,7.458340731198329e-155
Image233,0,15.321746826171902,572.974126313729,23.936877956695398,0.054276161281525986,2.06354893397127,4.67410688292128,83.7190789473684,0.202367559201882,0.040952629017327005,0.556464605085523,3.71419172932331,0.943998260261024,7.458340731198329e-155
Image234,0,14.5516510009766,560.882713491333,23.6829625150937,0.05800513766428,2.1183633810699,4.89046023432236,92.3943856193056,0.209475064095614,0.043879802477862,0.564590199919747,3.6798818025117006,0.939049619285469,7.458340731198329e-155
Image235,0,12.838165283203098,540.581637856695,23.250411563168,0.06910324843044001,2.26016437190384,5.43097717629355,75.4795081967213,0.2296720633304261,0.052749256674455014,0.58308817037215,3.3255919854280496,0.952015098095494,7.458340731198329e-155
Image236,0,9.74493408203125,442.750806209703,21.0416445699879,0.082474789367616,2.57194287036291,6.89285725604536,92.8846153846154,0.252102279058843,0.063555559106663,0.5957298871590739,3.69985754985755,0.9410830408656552,7.458340731198329e-155
Image237,0,5.88569641113281,297.079324256961,17.2359892160839,0.10511890062687,3.30588578823767,11.2260107814204,91.96255411255407,0.286899475114628,0.082311308821049,0.601038983500402,3.8662337662337705,0.943978852942583,7.458340731198329e-155
Image238,0,1.02778625488281,61.6010617721006,7.848634388994089,0.25780332331879297,8.04797174557301,66.30578910694139,207.863636363636,0.466077735432989,0.217228455466343,0.6676072689112961,5.4382504288164695,0.891192344058077,7.458340731198329e-155
Image239,0,3.0387420654296897,272.148578301854,16.496926328921198,0.241520540389698,6.17565048001667,40.938940633366705,175.077268643306,0.45020689174808,0.202686245377467,0.5982859119017071,5.09928122192273,0.961398350024693,7.458340731198329e-155
Image240,0,7.50239562988281,874.9507395114522,29.579566249548893,0.130429256564744,4.411945087589509,20.0797246016282,187.46649484536098,0.32275113793536603,0.104168297038573,0.5385471677638329,5.10921391752577,0.977112487227464,7.458340731198329e-155
Image241,0,12.3269653320313,1328.46655481656,36.4481351349635,0.24358796091110504,3.3238479976476096,11.426055591393304,196.278433300557,0.4522183807499149,0.20450146388807505,0.6401089214991179,4.21599475581776,0.976802907926894,7.458340731198329e-155
Image242,1,2.5126495361328103,404.946388357184,20.123279761440106,0.0024561952058600005,8.45783566164599,73.1864984253832,213.09333333333302,0.041310724560565004,0.001706575963719,0.262799889365291,7.78666666666667,0.94535309004209,7.458340731198329e-155
Image243,1,6.97906494140625,1117.48199103823,33.428759938685005,0.0029993979855459994,5.17587544306988,27.3331590317532,191.444600280505,0.045755683955149,0.002093582614203,0.302605051246548,7.18934081346424,0.962173947228412,7.458340731198329e-155
Image244,1,8.94691467285156,1454.72532692414,38.1408616437035,0.00223884425887,4.60067191667186,21.5026918588712,152.30681818181802,0.039442895367737,0.00155574199499,0.321552970307578,6.08828671328671,0.9610909400619352,7.458340731198329e-155
Image245,1,6.91535949707031,1107.70580801096,33.2822145899421,0.0053077550963460006,5.16665197474559,27.125807414747,287.283904109589,0.061178322208732,0.003742787108275001,0.3314347638458631,7.910616438356169,0.955578506959556,7.458340731198329e-155
Image246,1,7.93452453613281,1255.02135517991,35.4262805721955,0.0033050359407420004,4.838728587914611,23.854171868140106,247.419207317073,0.04811329162563,0.002314888831053,0.317835201965984,8.00579268292683,0.955898389219894,7.458340731198329e-155
Image247,1,7.16197204589844,1057.71797176623,32.5225763396172,0.003702002655601,4.8679290372186514,24.0771852296239,245.74740259740287,0.050804686045045,0.002581116124136,0.33212718998155,7.1292207792207805,0.9308254645567092,7.458340731198329e-155
Image248,1,0.70245361328125,132.79747880347298,11.5237788421799,0.0042666276335820005,16.784640994250697,286.543832973932,140.114035087719,0.054428393184171,0.002962449984611,0.127414191296036,9.68421052631579,0.903494374079884,7.458340731198329e-155
Image249,1,0.7709808349609379,164.805324899725,12.837652624203804,0.008114281372905,16.92571391977,289.741800562743,138.73303167420798,0.075377064474922,0.005681701848856999,0.183045519605621,8.552036199095019,0.878611129274832,7.458340731198329e-155
Image250,1,0.3057861328125,51.05360889306578,7.1451808159812,0.012100739442949,23.488412362239103,553.535272955864,40.68518518518521,0.091895524265182,0.008444787379973001,0.186699913466689,5.203703703703701,0.7666177494678779,7.458340731198329e-155
Image251,0,21.1355895996094,1924.01922381728,43.8636435310301,0.07127395463261099,2.4854056501796,6.38056029067647,191.42525896961,0.23377252418079,0.05464959306185802,0.510934354094228,5.3360773821774,0.969966688538464,7.458340731198329e-155
Image252,0,11.9206390380859,1134.16228230898,33.6773259376242,0.100313293433553,3.22466567245489,10.677586318733901,256.67745217745204,0.28040448777551696,0.07862667676464999,0.516865863373981,6.2649572649572685,0.957159063585522,7.458340731198329e-155
Image253,0,2.44125366210937,222.62766086528302,14.920712478473801,0.16515162936791195,6.545699509009969,44.213559827516896,382.3919944789511,0.366324029166766,0.134193294344973,0.555338410008569,7.164251207729468,0.9150312696192512,7.458340731198329e-155
Image254,0,6.134765625,736.701600264991,27.1422475168323,0.090453266521007,4.7820096123009,23.376178237204105,307.122073198454,0.265449438335693,0.070463404312735,0.5208027461454771,5.8590588770175005,0.958558784549944,7.458340731198329e-155
Image255,0,9.367919921875,1117.5319142181,33.4295066403634,0.094292583235548,3.8817615013499513,15.2614882241484,219.57115749525602,0.270616929083376,0.073233522306517,0.573602846281011,4.24636306135357,0.9717537036007552,7.458340731198329e-155
Image256,0,11.6481323242188,1283.16441990292,35.8212844535609,0.151002320093191,3.41607913761303,11.9075165469941,228.95623327982898,0.348903505478975,0.121733656135518,0.592964908797714,4.58277153558053,0.972023412083694,7.458340731198329e-155
Image257,0,15.345489501953098,1561.47349538769,39.5154842484271,0.19382036042302106,2.93595920130602,8.91427252864369,215.72669276497,0.3992714585390461,0.159417697603897,0.63020456630492,4.19631723937944,0.973713300887458,7.458340731198329e-155
Image258,0,23.4071197509766,2092.31540371299,45.7418342845255,0.08593683201399799,2.36197946665777,5.82082627246122,167.629593984962,0.25828788201548003,0.066712629996043,0.530779225514427,4.5803308270676695,0.976063551496036,7.458340731198329e-155
Image259,1,4.90345764160156,810.566228667131,28.4704448273491,0.002110711173311,6.1294027071456805,38.477433270198496,86.5836065573771,0.038284528949919,0.001465705156917,0.302238622597479,5.20765027322404,0.9472616609219128,7.458340731198329e-155
Image260,1,10.0203399658203,1851.2610669180801,43.02628344300821,0.008837980178093,4.67473525160542,22.3917853867518,163.488611111111,0.07942185964911297,0.006307831790123,0.363390745025035,6.2363888888888885,0.9815935479481852,7.458340731198329e-155
Image261,1,9.74394226074219,1785.43571577413,42.254416523887,0.008802016570994,4.70660232282974,22.6698732689714,162.615079365079,0.07924097439569801,0.00627913202318,0.38562733642169295,6.49659863945578,0.980960564926403,7.458340731198329e-155
Image262,1,0.554061889648438,133.543975298104,11.5561228488669,0.033210182129896,20.910112851560303,437.338898039656,5.61481481481482,0.153603269283909,0.023593964334705,0.464376267670385,1.6888888888888898,0.7750385817735741,7.458340731198329e-155
Image263,1,2.61155700683594,551.701814248594,23.4883335775145,0.00423661054182,9.23509372614376,86.22631510400429,58.33376623376621,0.054336333822005,0.0029524371732159993,0.254879378605352,5.1051948051948095,0.962225750065668,7.458340731198329e-155
Image264,1,9.9608154296875,1730.6977558223098,41.6016556860699,0.003331365109618,4.50008996504267,20.604802845699002,139.011010728402,0.048335972967089004,0.0023363662826750005,0.312518312793303,5.6389045736871815,0.968670455309647,7.458340731198329e-155
Image265,1,9.61149597167969,1588.09041026608,39.85085206449271,0.008884880749689001,4.51674949812841,20.9422023077196,254.264970853206,0.07963068499739799,0.006341045993155,0.369121986903904,5.86592474827769,0.9603571444766428,7.458340731198329e-155
Image266,1,1.6104431152343797,314.579799347814,17.736397586539802,0.004515433888645001,11.261374166358195,128.359795751026,57.5392156862745,0.056045513442967,0.003141099577086,0.202388799107964,5.63333333333333,0.951430407117929,7.458340731198329e-155
Image267,1,0.525848388671875,81.9342401941135,9.05175343202153,0.005980436196018001,17.5961062711875,315.019530009545,96.8317307692308,0.064501960889417,0.00416050295858,0.190818532679027,7.09134615384616,0.891501982536605,7.458340731198329e-155
Image268,0,5.00886535644531,506.33678931029885,22.5019285686871,0.06914755164708901,4.86079646138006,24.13052147295489,334.3623046875,0.230147962867726,0.052968084812164,0.476683613793252,7.427734375,0.93193038185455,7.458340731198329e-155
Image269,0,5.20442199707031,359.925700409138,18.9717078938386,0.090534123754728,4.08796158934555,17.125501054158,72.9372051886792,0.26547829003449896,0.07047872247964099,0.584536756063187,3.0530660377358503,0.974766649595871,7.458340731198329e-155
Image270,0,6.21632385253906,414.42772780979897,20.3574980734323,0.278168187310914,3.7480901609250896,14.666004938601803,50.6468883205456,0.486218537872206,0.2364084665705861,0.688357813816714,2.41705029838022,0.98314029783759,7.458340731198329e-155
Image271,0,12.8814849853516,752.158324679517,27.4255050031812,0.12592661573409802,2.57027937950026,6.9673052095122685,103.12769924812001,0.316597979683135,0.100234280739443,0.579173371071344,3.68866165413534,0.966244075035198,7.458340731198329e-155
Image272,0,16.8019104003906,919.7677837664619,30.327673563372198,0.095203012635531,2.2209713701790204,5.2417206597711,90.4175824175824,0.272339962428652,0.07416905513564,0.5789129741139871,3.42459445316588,0.969580384523658,7.458340731198329e-155
Image273,0,17.9932708740234,980.677931167507,31.3157776714471,0.073877495165137,2.21990798720001,5.26775869261053,116.174937343358,0.2384286545597661,0.05684822331518,0.5302473042818541,4.18586466165414,0.962008263039652,7.458340731198329e-155
Image274,1,0.427078247070313,44.5117435539398,6.67171219058045,0.008574128829374,15.9634869570614,258.612764365207,21.62109375,0.07729046459925501,0.005973815917969001,0.400119409903255,2.95703125,0.949557351483991,7.458340731198329e-155
Image275,1,0.25518798828125,30.460992265247803,5.51914778432756,0.019525526011362,21.746080802954697,474.369189024945,13.792307692307697,0.117165740090214,0.013727810650888,0.42088122813505896,2.45384615384615,0.8566962928488628,7.458340731198329e-155
Image276,1,0.4638671875,54.0744885347085,7.35353578455348,0.007684862887585,16.1341032755323,263.075226677743,52.2738095238095,0.073170987756293,0.005353993449232001,0.33142671601381896,4.33730158730159,0.8891014906490071,7.458340731198329e-155
Image277,1,0.17558288574218806,20.602557183428303,4.53900398583525,0.015468205273706,26.1436989274365,688.920840624617,50.7333333333333,0.10393492741038696,0.010802469135803,0.255718187147696,4.955555555555558,0.821867311216802,7.458340731198329e-155
Image278,1,1.18130493164063,112.49987502275299,10.6065958263126,0.005010547983033,9.25840556726334,87.1148673590691,40.1897435897436,0.059050953604752,0.0034870151216309995,0.361525872226531,3.86666666666667,0.890079048155183,7.458340731198329e-155
Image279,1,1.83561706542969,170.38061259606002,13.052992476672197,0.005440827787145,7.37465392685353,55.1976152025126,29.2658536585366,0.061558192507922015,0.003789411064842,0.373747531411613,3.43983739837398,0.912453276012658,7.458340731198329e-155
Image280,1,0.091629028320313,11.270247600829101,3.35711894350336,0.022268706095845,36.8447395467509,1363.79478816832,61.047619047619,0.124858196210732,0.015589569160998,0.22639620094631,6.142857142857139,0.5161481641235779,7.458340731198329e-155
Image281,1,1.974853515625,198.86479001747898,14.1019427745782,0.002885487363823,7.65407611309551,60.7637932777692,58.5,0.044778826698124,0.002005143320461,0.267980505064654,5.22527472527472,0.9536404643510148,7.458340731198329e-155
Image282,1,1.56077575683594,170.386938010432,13.0532347719036,0.006968697305716999,8.77830396647078,78.9645112969009,101.526915113872,0.06994667057719701,0.004892536724835,0.31741329613669,5.72567287784679,0.95268176755221,7.458340731198329e-155
Image283,0,0.14033508300781306,9.35662448448632,3.05885999752952,0.203193562306363,22.974078941573,544.332423993626,644.972027972028,0.408993772461476,0.16727590591226998,0.5595365215235539,11.741258741258699,0.7117960653170441,7.458340731198329e-155
Image284,0,6.44953918457031,506.997424409256,22.5166033053224,0.09632980167809,3.80790829278596,14.688928020466495,103.883947608894,0.273158209174888,0.074615407239632,0.6212016851773461,3.07828205909229,0.9695315544886992,7.458340731198329e-155
Image285,0,6.83012390136719,505.49988346095495,22.483324564239894,0.27296238063099,3.60104018003646,13.247728115741,71.5808901278477,0.480674990739421,0.23104844672234195,0.7343055059497479,2.05479188695569,0.98089931543286,7.458340731198329e-155
Image286,1,0.83636474609375,76.22820211302641,8.73087636569356,0.011049202111127,10.5951793004475,112.893541395077,95.5921288014311,0.08782066338914901,0.00771246891811,0.451623396839825,3.0626118067978503,0.581533391481084,7.458340731198329e-155
Image287,1,0.121139526367188,17.2142085020186,4.14900090407542,0.020489828066272,34.407081762062894,1187.91158202076,78.3125,0.119678388469542,0.014322916666667,0.18875508960664605,5.9375,0.37759640974075104,7.458340731198329e-155
Image288,1,3.1415252685546897,396.881729888681,19.9218907207293,0.003499293494498,6.68336395480517,46.060593334882405,57.6019480519481,0.049318598614895,0.002432324169337,0.339572654018435,4.28766233766234,0.933989425305768,7.458340731198329e-155
Image289,1,5.9418640136718786,629.832100000579,25.0964559251018,0.003987692050015999,4.71069231979269,23.548342027242498,114.171654432524,0.052826726641945,0.002790663047703,0.373901573501491,4.45793337097685,0.945942244576176,7.458340731198329e-155
Image290,1,0.2367401123046869,42.388580298529796,6.51065129603251,0.015109758719213003,28.125838359284202,801.076024933184,268.5625,0.102697979532219,0.010546875,0.253236976744091,9.0625,0.9015668639061388,7.458340731198329e-155
Image291,1,6.52491760253906,688.2344359248849,26.2342226095016,0.0077615136596740015,4.44240349415842,20.5181264238542,121.062342885872,0.07422813689860801,0.005509816307439,0.4053499207114071,4.17395676219206,0.954086092216714,7.458340731198329e-155
Image292,1,2.3138427734375,307.510206079095,17.5359689233043,0.003791577447038,7.85387201499923,62.7589951908055,57.727777777777796,0.051336726946775,0.002635459533608,0.336027065765926,4.32037037037037,0.920654790877398,7.458340731198329e-155
Image293,1,1.01034545898438,140.24096737310302,11.842337918380101,0.0048110190304080005,12.1164173150989,150.23284489803,107.512987012987,0.057857430323046,0.003347482243586,0.32281470281498403,6.43506493506493,0.9029137323921128,7.458340731198329e-155
Image294,1,0.503219604492188,70.44550196105591,8.39318187346467,0.005441859056052,17.178965628825,302.64132538044,93.84888888888894,0.061503788902658,0.003782716049383,0.252416872352326,6.5066666666666695,0.9066694812562828,7.458340731198329e-155
Image295,1,4.615203857421879,493.69191387658,22.219178964952306,0.036189535627466005,5.17959253038325,27.665930492385698,128.379158819837,0.164141127065802,0.026942309594432005,0.44368423734416096,4.198367859384811,0.96937526926195,7.458340731198329e-155
Image296,1,2.53546142578125,270.471296328035,16.4460115629302,0.061783640012505,6.81405569156803,47.60405490367479,257.540051679586,0.216876696163346,0.047035501338728,0.5047981335249591,4.74728682170543,0.943928107332744,7.458340731198329e-155
Image297,1,0.49560546875,45.462376631425286,6.742579375240999,0.027863840084516003,13.7054256331544,188.21689460633598,203.50277777777802,0.14016084235047596,0.019645061728395,0.597246739277021,3.2472222222222205,0.807318939170287,7.458340731198329e-155
Image298,0,3.43038940429687,252.791975253725,15.899433173975899,0.14014793667554598,4.89993512089921,24.274261202312797,223.88593678424198,0.33384709415741304,0.111453882277349,0.6298106026839871,4.611543747136969,0.924588419137184,7.458340731198329e-155
Image299,1,6.21321105957031,972.9933926708368,31.19284201016049,0.0012789276932060002,5.48895255694162,31.3056188011993,113.357790927022,0.029791526671328995,0.0008875350614089998,0.247426517712231,6.64063116370809,0.969620506100404,7.458340731198329e-155
Image300,0,20.9317779541016,1177.7009520774302,34.3176478226208,0.078414143407975,2.07290383211065,4.66400914849401,102.48425047438299,0.246181510367878,0.06060533604701,0.513529415042136,4.1824478178368105,0.97002532136766,7.458340731198329e-155
Image301,1,2.7337188720703103,415.31439294915396,20.37926379801669,0.001850183344898,8.06258610926134,68.0217928558544,95.73569023569021,0.03583130749796798,0.001283882597014,0.267408053191307,6.13299663299663,0.969063185295844,7.458340731198329e-155
Image302,0,20.1610107421875,1028.78792761587,32.0747241237687,0.068290356069621,2.1268797273393,5.11061808667934,88.16540276373439,0.22894782471400105,0.05241710644127299,0.491299879673784,4.48963599595551,0.972046858616266,7.458340731198329e-155
Image303,1,1.97364807128906,227.063566197107,15.0686285440018,0.00276808098469,8.133698690158,68.6348985594206,41.564864864864894,0.043853612799537985,0.001923139355572,0.310023912330796,4.24414414414414,0.969870784769696,7.458340731198329e-155
Image304,1,0.711822509765625,98.06657890581259,9.90285710821945,0.00550542398956,14.3396208723197,208.89570562434602,96.44642857142858,0.061894745068707,0.00383095946712,0.270277237639747,6.279761904761901,0.9378604844487308,7.458340731198329e-155
Image305,0,14.3995208740234,839.015232818443,28.965759662374506,0.191178315823596,2.3869361437064103,6.11362083817215,67.80918387034541,0.396229887719272,0.15699812392202694,0.630530015061212,3.06019679722169,0.979847612386424,7.458340731198329e-155
Image306,1,0.7825164794921879,120.639980025918,10.983623264930301,0.003585765216611,14.794070907984601,226.77503175936002,288.84,0.049899306893005986,0.002489940828402,0.193435522156189,10.3292307692308,0.8953294948804592,7.458340731198329e-155
Image307,1,1.38822937011719,63.8279211413349,7.989237832317599,0.011764700310794,6.27639364954989,41.6706881310945,31.502450980392197,0.090981897595726,0.008277705690119,0.513633326442844,2.28872549019608,0.932729312284862,7.458340731198329e-155
Image308,1,4.20967102050781,639.601116313936,25.290336421525396,0.0011425056715060002,6.76633646855116,48.8196125313312,333.15845257021704,0.028154322117942995,0.0007926658539209999,0.239734457217874,10.259671436142,0.932720427081046,7.458340731198329e-155
Image309,1,3.3879852294921897,324.940984618729,18.026119510830103,0.006232902514138999,5.579815944139731,31.5333229539994,39.1298701298701,0.06589291554295901,0.004341876318750999,0.4206853347755539,2.9842300556586303,0.8859357246339521,7.458340731198329e-155
Image310,1,1.06169128417969,139.41289245212099,11.8073236786378,0.004232846325621,11.3406753592837,129.950837942361,54.83838383838389,0.054245339725647,0.002942556881951,0.223667643512132,5.36363636363636,0.863270842421861,7.458340731198329e-155
Image311,1,6.0711669921875,597.813443183378,24.450223785956997,0.003523634321104,4.60196399459689,22.3898281508467,93.3083950617284,0.049674140104205004,0.002467520195092,0.33850431118968705,5.07679012345679,0.964199839729065,7.458340731198329e-155
Image312,1,0.364990234375,65.7656949640559,8.10960510530913,0.010051347784623,22.389777753362196,503.98161691863504,140.280701754386,0.083678877317276,0.00700215450908,0.16983467587991902,9.19298245614035,0.595145174421161,7.458340731198329e-155
Image313,1,0.356475830078125,55.4829688570885,7.44868906970136,0.006890355588922,21.710776133383302,486.02391605545404,265.048951048951,0.06922723731896299,0.004792410386816,0.16771667785119398,11.4265734265734,0.8605566551540709,7.458340731198329e-155
Image314,1,2.18357849121094,336.12374787759,18.333677969179803,0.001845474541386,8.954853359907471,83.0052745938315,294.628289473684,0.035800060783585,0.001281644352108,0.20159630884434496,11.748903508771901,0.898921515891212,7.458340731198329e-155
Image315,1,5.661376953125,1051.61597712331,32.4286289738452,0.0032015569710620003,5.9839847113085805,36.112631477246,258.084623323013,0.047174836177934006,0.002225465168415,0.331585650056734,6.70485036119711,0.9296095763236408,7.458340731198329e-155
Image316,1,8.29100036621094,1472.4573083599405,38.372611435240394,0.007044387854415998,5.02239948674222,26.0084012750806,145.520994832041,0.070828185513037,0.005016631863069,0.300923161489234,6.3510981912144695,0.9805203217846972,7.458340731198329e-155
Image317,1,0.097869873046875,11.268692957538304,3.35688739125075,0.031632116467887,34.5457384598093,1200.18519057312,64.7083333333333,0.14950729265007598,0.022352430555556003,0.233900022738884,5.70833333333333,0.5877355986195911,7.458340731198329e-155
Image318,1,0.7003173828125,108.90499209450701,10.4357554635257,0.004382567102473,15.545353626057501,250.29370599230487,125.024305555556,0.055174474243300985,0.003044222608025,0.239058474912904,7.63541666666667,0.9306434202318548,7.458340731198329e-155
Image319,0,0.028793334960938,0.600962253724489,0.7752175525131569,0.3783242105181861,35.2594493975491,1488.82702379099,29.6719576719577,0.575641558365708,0.331363203717701,0.701036634903727,1.83597883597884,0.8135202859710309,7.458340731198329e-155
Image320,0,3.5984039306640603,262.147545112856,16.1909710985122,0.103148047301446,5.05837590738811,26.497882493070602,60.411373260738,0.28434564100055,0.08085244355601401,0.550552354259203,3.6684815486993294,0.98028480429297,7.458340731198329e-155
Image321,0,5.4734802246093786,384.999365072031,19.621400690879106,0.238675624360679,3.99664075215521,16.3891280727408,51.306513809275714,0.447084151105943,0.19988423817012105,0.653846524576443,2.75330901511204,0.9840760330782408,7.458340731198329e-155
Image322,0,8.95579528808594,586.006239007311,24.2075657389856,0.153840525371673,3.13437163933328,10.174119740859599,74.85436743504741,0.352435022460505,0.124210445056737,0.605707722369446,3.437360265207,0.977219029960286,7.458340731198329e-155
Image323,0,13.5368499755859,811.051773350564,28.478970721403602,0.092254538129414,2.49640387835391,6.47090963937133,77.63662600026241,0.268033471237242,0.071841941703485,0.5605378486431329,3.45677554768464,0.973966402780858,7.458340731198329e-155
Image324,1,0.04248046875,3.388329039164089,1.8407414373464,0.03270394381080298,43.5154540218392,1900.3776076502304,26.928571428571402,0.151522881682832,0.022959183673469,0.31603591530420805,4.0,0.332067830928879,7.458340731198329e-155
Image325,1,1.6086120605468797,155.45387738877,12.468114427962599,0.004197429331427,8.42882098060136,75.61167282664721,54.900947459087,0.054102683178345004,0.002927100327096,0.31837500537935,4.43238587424634,0.973870337287173,7.458340731198329e-155
Image326,1,1.56353759765625,286.245071034763,16.9187786507999,0.003564127807653,11.1641660672219,126.770562206814,87.2648148148148,0.049776592798947,0.002477709190672,0.238436041398326,6.82037037037037,0.953307324839124,7.458340731198329e-155
Image327,1,3.96641540527344,575.527666496942,23.9901577005434,0.001316903956502,6.55400597726761,45.062207539991,108.064189189189,0.030227625070877,0.000913709317426,0.241664623755466,6.77027027027027,0.962082103462636,7.458340731198329e-155
Image328,1,3.52847290039062,485.94522764281,22.0441653877576,0.002032778863302,6.6309702197245,45.555133669089,79.14125,0.037567647317872,0.001411328125,0.306077888961442,5.3175,0.9384309291551052,7.458340731198329e-155
Image329,1,6.2528991699218786,716.6855468174118,26.770983299412304,0.003689143773394,4.70785822789293,22.8769964126541,131.007074136955,0.05080511005042202,0.0025811592072350004,0.365765499582111,5.4281267685342405,0.9526771034054652,7.458340731198329e-155
Image330,1,0.419952392578125,65.5726803568275,8.09769599064002,0.017132289841723,19.4047488571986,377.824717085233,30.9151515151515,0.109678551944569,0.012029384756658,0.413365346900352,3.38787878787879,0.8244583652133208,7.458340731198329e-155
Image331,1,0.7075042724609379,117.957877445073,10.860841470395998,0.005732138610087,15.6617281818563,249.23055749210602,86.41153846153853,0.063140212151469,0.003986686390533001,0.260637230430738,6.66538461538462,0.8984555003057719,7.458340731198329e-155
Image332,1,4.81402587890625,521.594904102584,22.838452314081696,0.002904671221569,5.22342697394784,28.3498059733347,81.0120192307693,0.04495545144775402,0.002020992614871,0.382460512623998,4.46668956043956,0.9649666928496272,7.458340731198329e-155
Image333,1,2.7266082763671897,288.44076824680303,16.9835440425962,0.002398916735374,6.76230614927972,47.7437920730342,97.7589743589744,0.040815383975034,0.0016658955690290005,0.343067988116745,5.6746438746438805,0.9553510055055,7.458340731198329e-155
Image334,1,0.317398071289062,31.752485188562197,5.63493435530195,0.007428650974164,18.44596534534989,350.951438813918,356.328431372549,0.071960383607369,0.00517829680892,0.24812112357691105,10.1029411764706,0.637018899406271,7.458340731198329e-155
Image335,0,1.6826171875,160.19720950487,12.6569036302276,0.242301091595513,10.2694324714105,122.48808563496401,149.73616574875402,0.450965926083817,0.20337026648863504,0.591777835433574,5.32389194859691,0.9627797170161048,7.458340731198329e-155
Image336,0,4.193084716796879,285.709252367579,16.9029362055111,0.27973452297594803,4.66508449236831,22.618021566629896,52.376402243589794,0.487713710067724,0.237864662988024,0.6834008706133671,2.74439102564102,0.980323407533856,7.458340731198329e-155
Image337,0,7.6772155761718786,499.251297939558,22.34393201608789,0.21057365398003,3.48483413495254,13.0827447907211,77.85742630385491,0.417776595908394,0.17453728408880598,0.608840687446975,3.75297619047619,0.97464605867978,7.458340731198329e-155
Image338,0,11.4803619384766,670.503954319595,25.8940911081968,0.099796042275117,2.78001968856942,8.12432928665242,55.5825984714874,0.279725353083049,0.078246273157437,0.5619242620655279,3.27912992357437,0.981591537980736,7.458340731198329e-155
Image339,0,14.0878143310547,785.328040869478,28.0237049811312,0.149782780984831,2.43201415575709,6.361282824151349,56.209219858156004,0.347515948019417,0.120767334127834,0.5824325461343249,3.3442591527697902,0.981933185624855,7.458340731198329e-155
Image340,1,0.3345947265625,25.7502177655483,5.0744672395778,0.011099079075473,15.489365045924199,242.227226037893,58.9446366782007,0.08804851660899303,0.007752541277044001,0.366529280675622,4.51557093425606,0.922905653891006,7.458340731198329e-155
Image341,1,2.49368286132812,217.480528888448,14.7472210564719,0.01530391195408,6.37847960884559,42.3377260301105,104.11759127548599,0.105168604131267,0.011060435294918998,0.382356353204077,5.4869606448553805,0.958362960750483,7.458340731198329e-155
Image342,1,3.5558624267578103,319.778162440108,17.882342196706396,0.040390500966438,5.52422967683068,31.8630560020588,116.52253968254,0.173923786461492,0.030249483497102995,0.41521008193293,5.53460317460318,0.966746491160768,7.458340731198329e-155
Image343,1,3.3946533203125,317.457103785076,17.817325943728896,0.049160928447268,5.8120786736650185,35.495897936453,110.62508229098101,0.192790188877372,0.037168056927373,0.42629580079238505,5.56056616194865,0.972694254780827,7.458340731198329e-155
